,estimated_diameter,name,neo_reference_id,absolute_magnitude_h,is_sentry_object,close_approach_day,close_approach_full,relative_velocity_kmh,miss_distance_lunar,miss_distance_astro,miss_distance_km,estimated_diameter_min,estimated_diameter_max,average_diameter,impact_strength
1069,"{'kilometers': {'estimated_diameter_min': 0.0201629919, 'estimated_diameter_max': 0.0450858206}, 'meters': {'estimated_diameter_min': 20.1629919443, 'estimated_diameter_max': 45.0858206172}, 'miles': {'estimated_diameter_min': 0.0125286985, 'estimated_diameter_max': 0.0280150214}, 'feet': {'estimated_diameter_min': 66.1515504905, 'estimated_diameter_max': 147.9193637137}}",(2012 VZ19),3616818,25.6,False,2019-03-13,2019-Mar-13 06:24,28948.3606583338,7.7103824205,0.0198210345,2965184.542396515,20.1629919443,45.0858206172,32.62440628075,944423.0792791615
1070,"{'kilometers': {'estimated_diameter_min': 0.0278326768, 'estimated_diameter_max': 0.0622357573}, 'meters': {'estimated_diameter_min': 27.8326768072, 'estimated_diameter_max': 62.2357573367}, 'miles': {'estimated_diameter_min': 0.0172944182, 'estimated_diameter_max': 0.0386714948}, 'feet': {'estimated_diameter_min': 91.3145593761, 'estimated_diameter_max': 204.1855621004}}",(2013 EG68),3632080,24.9,False,2019-03-13,2019-Mar-13 13:29,61810.8452602247,22.4720464341,0.0577687569,8642082.984787803,27.8326768072,62.2357573367,45.034217071949996,2783603.0228496706
1071,"{'kilometers': {'estimated_diameter_min': 0.1160259082, 'estimated_diameter_max': 0.2594418179}, 'meters': {'estimated_diameter_min': 116.0259082094, 'estimated_diameter_max': 259.4418179074}, 'miles': {'estimated_diameter_min': 0.0720951346, 'estimated_diameter_max': 0.1612096218}, 'feet': {'estimated_diameter_min': 380.6624406898, 'estimated_diameter_max': 851.1870938635}}",(2014 EQ49),3666411,21.8,False,2019-03-13,2019-Mar-13 00:45,31043.6818154333,86.3286147066,0.2219244594,33199426.427141478,116.0259082094,259.4418179074,187.7338630584,5827950.310767097
1072,"{'kilometers': {'estimated_diameter_min': 0.0483676488, 'estimated_diameter_max': 0.1081533507}, 'meters': {'estimated_diameter_min': 48.3676488219, 'estimated_diameter_max': 108.1533506775}, 'miles': {'estimated_diameter_min': 0.0300542543, 'estimated_diameter_max': 0.0672033557}, 'feet': {'estimated_diameter_min': 158.6865169607, 'estimated_diameter_max': 354.8338390368}}",(2014 GT45),3667431,23.7,False,2019-03-13,2019-Mar-13 05:41,47785.1950877962,171.1989241569,0.4401000621,65838031.877027727,48.3676488219,108.1533506775,78.2604997497,3739693.2482078406
1073,"{'kilometers': {'estimated_diameter_min': 0.1677084622, 'estimated_diameter_max': 0.3750075218}, 'meters': {'estimated_diameter_min': 167.7084621628, 'estimated_diameter_max': 375.0075217981}, 'miles': {'estimated_diameter_min': 0.1042091748, 'estimated_diameter_max': 0.2330187988}, 'feet': {'estimated_diameter_min': 550.2246310023, 'estimated_diameter_max': 1230.3396778159}}",(2015 TT178),3730326,21.0,False,2019-03-13,2019-Mar-13 03:25,123337.9850524427,186.8219458135,0.4802620715,71846182.938187705,167.7084621628,375.0075217981,271.35799198045004,33468747.958745614
1074,"{'kilometers': {'estimated_diameter_min': 0.058150704, 'estimated_diameter_max': 0.130028927}, 'meters': {'estimated_diameter_min': 58.1507039646, 'estimated_diameter_max': 130.0289270043}, 'miles': {'estimated_diameter_min': 0.0361331611, 'estimated_diameter_max': 0.0807962044}, 'feet': {'estimated_diameter_min': 190.7831555951, 'estimated_diameter_max': 426.6041048727}}",(2015 XT1),3735678,23.3,False,2019-03-13,2019-Mar-13 23:09,30115.2614189181,129.0053065532,0.3316331788,49611617.169809156,58.1507039646,130.0289270043,94.08981548444999,2833539.3901719796
1075,"{'kilometers': {'estimated_diameter_min': 0.0608912622, 'estimated_diameter_max': 0.1361570015}, 'meters': {'estimated_diameter_min': 60.8912622106, 'estimated_diameter_max': 136.1570015386}, 'miles': {'estimated_diameter_min': 0.0378360645, 'estimated_diameter_max': 0.0846040122}, 'feet': {'estimated_diameter_min': 199.7744887109, 'estimated_diameter_max': 446.7093369279}}",(2016 GC135),3750669,23.2,False,2019-03-13,2019-Mar-13 08:09,32305.6454106507,71.6115364726,0.1840913534,27539674.354057258,60.8912622106,136.1570015386,98.5241318746,3182885.668733016
1076,"{'kilometers': {'estimated_diameter_min': 0.0699125232, 'estimated_diameter_max': 0.1563291544}, 'meters': {'estimated_diameter_min': 69.9125232246, 'estimated_diameter_max': 156.3291544087}, 'miles': {'estimated_diameter_min': 0.0434416145, 'estimated_diameter_max': 0.097138403}, 'feet': {'estimated_diameter_min': 229.3718026961, 'estimated_diameter_max': 512.8909429502}}",(2019 CS),3838095,22.9,False,2019-03-13,2019-Mar-13 16:45,30438.2208267233,25.5297260851,0.0656291159,9817975.948623133,69.9125232246,156.3291544087,113.12083881665,3443197.0720053655
1077,"{'kilometers': {'estimated_diameter_min': 0.0080270317, 'estimated_diameter_max': 0.0179489885}, 'meters': {'estimated_diameter_min': 8.0270316728, 'estimated_diameter_max': 17.948988478}, 'miles': {'estimated_diameter_min': 0.0049877647, 'estimated_diameter_max': 0.0111529809}, 'feet': {'estimated_diameter_min': 26.3354065935, 'estimated_diameter_max': 58.8877593581}}",(2019 EN2),3840109,27.6,False,2019-03-13,2019-Mar-13 23:38,35375.9243561603,0.8604523233,0.0022119597,330904.459645839,8.0270316728,17.948988478,12.9880100754,459462.86196439824
1078,"{'kilometers': {'estimated_diameter_min': 0.0530340723, 'estimated_diameter_max': 0.1185877909}, 'meters': {'estimated_diameter_min': 53.0340723319, 'estimated_diameter_max': 118.5877908577}, 'miles': {'estimated_diameter_min': 0.0329538346, 'estimated_diameter_max': 0.0736870142}, 'feet': {'estimated_diameter_min': 173.9963058693, 'estimated_diameter_max': 389.0675677576}}",(2019 EP2),3840110,23.5,False,2019-03-13,2019-Mar-13 18:59,28270.3062495928,26.440642367,0.067970803,10168287.35098961,53.0340723319,118.5877908577,85.8109315948,2425901.3157478543
1079,"{'kilometers': {'estimated_diameter_min': 0.0105816886, 'estimated_diameter_max': 0.023661375}, 'meters': {'estimated_diameter_min': 10.5816885933, 'estimated_diameter_max': 23.6613750114}, 'miles': {'estimated_diameter_min': 0.0065751544, 'estimated_diameter_max': 0.0147024923}, 'feet': {'estimated_diameter_min': 34.7168272045, 'estimated_diameter_max': 77.6291855923}}",(2021 CP9),54122196,27.0,False,2019-03-13,2019-Mar-13 08:40,47403.5984143412,86.7787708359,0.2230816731,33372543.131796297,10.5816885933,23.6613750114,17.12153180235,811622.2177969709
1080,"{'kilometers': {'estimated_diameter_min': 0.2315021222, 'estimated_diameter_max': 0.5176544822}, 'meters': {'estimated_diameter_min': 231.5021222103, 'estimated_diameter_max': 517.6544821978}, 'miles': {'estimated_diameter_min': 0.1438487052, 'estimated_diameter_max': 0.3216554833}, 'feet': {'estimated_diameter_min': 759.5214226325, 'estimated_diameter_max': 1698.3415313737}}",228502 (2001 TE2),2228502,20.3,False,2019-03-14,2019-Mar-14 16:44,22103.0329818826,42.1437009681,0.1083385629,16207218.248701023,231.5021222103,517.6544821978,374.57830220405003,8279316.5679137055
1081,"{'kilometers': {'estimated_diameter_min': 0.1579628558, 'estimated_diameter_max': 0.3532156834}, 'meters': {'estimated_diameter_min': 157.96285576, 'estimated_diameter_max': 353.2156833994}, 'miles': {'estimated_diameter_min': 0.0981535376, 'estimated_diameter_max': 0.2194779824}, 'feet': {'estimated_diameter_min': 518.2508556917, 'estimated_diameter_max': 1158.8441427241}}",286080 (2001 TX1),2286080,21.13,False,2019-03-14,2019-Mar-14 09:24,66324.8392757478,171.2029799098,0.4401104882,65839591.599380134,157.96285576,353.2156833994,255.5892695797,16951917.22547938
1082,"{'kilometers': {'estimated_diameter_min': 0.3841978911, 'estimated_diameter_max': 0.8590926012}, 'meters': {'estimated_diameter_min': 384.1978910643, 'estimated_diameter_max': 859.0926012318}, 'miles': {'estimated_diameter_min': 0.2387294278, 'estimated_diameter_max': 0.5338152287}, 'feet': {'estimated_diameter_min': 1260.4918089193, 'estimated_diameter_max': 2818.5453698252}}",387717 (2003 DN4),2387717,19.2,False,2019-03-14,2019-Mar-14 09:17,85025.1724791689,119.333520664,0.306769976,45892134.98955112,384.1978910643,859.0926012318,621.64524614805,52855494.27459336
1083,"{'kilometers': {'estimated_diameter_min': 0.1332155667, 'estimated_diameter_max': 0.2978790628}, 'meters': {'estimated_diameter_min': 133.2155666981, 'estimated_diameter_max': 297.8790627982}, 'miles': {'estimated_diameter_min': 0.0827762899, 'estimated_diameter_max': 0.1850934111}, 'feet': {'estimated_diameter_min': 437.0589598459, 'estimated_diameter_max': 977.2935443908}}",515639 (2014 MK27),2515639,21.5,False,2019-03-14,2019-Mar-14 14:25,67432.5015820956,125.7538822624,0.3232747616,48361215.760117792,133.2155666981,297.8790627982,215.54731474814997,14534894.642771082
1084,"{'kilometers': {'estimated_diameter_min': 0.0101054342, 'estimated_diameter_max': 0.0225964377}, 'meters': {'estimated_diameter_min': 10.1054341542, 'estimated_diameter_max': 22.5964377109}, 'miles': {'estimated_diameter_min': 0.0062792237, 'estimated_diameter_max': 0.0140407711}, 'feet': {'estimated_diameter_min': 33.1543125905, 'estimated_diameter_max': 74.1352966996}}",(2016 CK31),3742061,27.1,False,2019-03-14,2019-Mar-14 03:51,21055.8483679342,36.187769076,0.093027684,13916743.37743308,10.1054341542,22.5964377109,16.350935932549998,344282.82766957954
1085,"{'kilometers': {'estimated_diameter_min': 0.0211132445, 'estimated_diameter_max': 0.0472106499}, 'meters': {'estimated_diameter_min': 21.113244479, 'estimated_diameter_max': 47.2106498806}, 'miles': {'estimated_diameter_min': 0.0131191578, 'estimated_diameter_max': 0.0293353287}, 'feet': {'estimated_diameter_min': 69.2691770164, 'estimated_diameter_max': 154.8905885541}}",(2016 RZ17),3759244,25.5,False,2019-03-14,2019-Mar-14 15:05,66893.5144856898,126.2000337923,0.3244216807,48532792.414540109,21.113244479,47.2106498806,34.1619471798,2285212.708531321
1086,"{'kilometers': {'estimated_diameter_min': 0.0183888672, 'estimated_diameter_max': 0.0411187571}, 'meters': {'estimated_diameter_min': 18.388867207, 'estimated_diameter_max': 41.1187571041}, 'miles': {'estimated_diameter_min': 0.0114263088, 'estimated_diameter_max': 0.0255500032}, 'feet': {'estimated_diameter_min': 60.3309310875, 'estimated_diameter_max': 134.9040630575}}",(2019 EF2),3838940,25.8,False,2019-03-14,2019-Mar-14 19:03,30489.6490164423,4.481243045,0.011519905,1723353.25060235,18.388867207,41.1187571041,29.75381215555,907183.2895238741
1087,"{'kilometers': {'estimated_diameter_min': 0.058150704, 'estimated_diameter_max': 0.130028927}, 'meters': {'estimated_diameter_min': 58.1507039646, 'estimated_diameter_max': 130.0289270043}, 'miles': {'estimated_diameter_min': 0.0361331611, 'estimated_diameter_max': 0.0807962044}, 'feet': {'estimated_diameter_min': 190.7831555951, 'estimated_diameter_max': 426.6041048727}}",(2019 FD),3840123,23.3,False,2019-03-14,2019-Mar-14 17:23,28005.4128761735,8.5759034138,0.0220460242,3298038.262288454,58.1507039646,130.0289270043,94.08981548444999,2635024.1300850045
1088,"{'kilometers': {'estimated_diameter_min': 0.1677084622, 'estimated_diameter_max': 0.3750075218}, 'meters': {'estimated_diameter_min': 167.7084621628, 'estimated_diameter_max': 375.0075217981}, 'miles': {'estimated_diameter_min': 0.1042091748, 'estimated_diameter_max': 0.2330187988}, 'feet': {'estimated_diameter_min': 550.2246310023, 'estimated_diameter_max': 1230.3396778159}}",(2019 FA3),3840752,21.0,False,2019-03-14,2019-Mar-14 03:52,37723.6425332912,161.7369401662,0.4157761958,62199233.288382946,167.7084621628,375.0075217981,271.35799198045004,10236611.888022197
1089,"{'kilometers': {'estimated_diameter_min': 0.0421264611, 'estimated_diameter_max': 0.0941976306}, 'meters': {'estimated_diameter_min': 42.1264610556, 'estimated_diameter_max': 94.1976305719}, 'miles': {'estimated_diameter_min': 0.0261761612, 'estimated_diameter_max': 0.0585316759}, 'feet': {'estimated_diameter_min': 138.2101784897, 'estimated_diameter_max': 309.0473542854}}",(2020 FM),54016204,24.0,False,2019-03-14,2019-Mar-14 11:27,57646.6269705972,37.3389594158,0.0959870422,14359457.060720114,42.1264610556,94.1976305719,68.16204581375,3929312.0285780025
1090,"{'kilometers': {'estimated_diameter_min': 0.0153799519, 'estimated_diameter_max': 0.0343906179}, 'meters': {'estimated_diameter_min': 15.3799518778, 'estimated_diameter_max': 34.3906178894}, 'miles': {'estimated_diameter_min': 0.0095566561, 'estimated_diameter_max': 0.0213693326}, 'feet': {'estimated_diameter_min': 50.4591613187, 'estimated_diameter_max': 112.8301147962}}",(2021 EO1),54130488,26.188,False,2019-03-14,2019-Mar-14 22:21,35975.8219104081,29.9632630259,0.0770263831,11522982.845563997,15.3799518778,34.3906178894,24.8852848836,895268.5771621644
1091,"{'kilometers': {'estimated_diameter_min': 0.0058150704, 'estimated_diameter_max': 0.0130028927}, 'meters': {'estimated_diameter_min': 5.8150703965, 'estimated_diameter_max': 13.0028927004}, 'miles': {'estimated_diameter_min': 0.0036133161, 'estimated_diameter_max': 0.0080796204}, 'feet': {'estimated_diameter_min': 19.0783155595, 'estimated_diameter_max': 42.6604104873}}",(1991 VG),3005816,28.3,False,2019-03-07,2019-Mar-07 11:37,40561.3341369047,135.6085360013,0.3486080617,52151023.495148579,5.8150703965,13.0028927004,9.40898154845,381640.84447465144
1092,"{'kilometers': {'estimated_diameter_min': 0.0667659413, 'estimated_diameter_max': 0.1492931834}, 'meters': {'estimated_diameter_min': 66.7659413495, 'estimated_diameter_max': 149.2931834393}, 'miles': {'estimated_diameter_min': 0.0414864197, 'estimated_diameter_max': 0.0927664547}, 'feet': {'estimated_diameter_min': 219.0483710172, 'estimated_diameter_max': 489.807047955}}",(2012 EO3),3600563,23.0,False,2019-03-07,2019-Mar-07 21:23,91929.7319384239,187.4321408218,0.4818306962,72080845.852137094,66.7659413495,149.2931834393,108.0295623944,9931128.71234243
1093,"{'kilometers': {'estimated_diameter_min': 0.0116025908, 'estimated_diameter_max': 0.0259441818}, 'meters': {'estimated_diameter_min': 11.6025908209, 'estimated_diameter_max': 25.9441817907}, 'miles': {'estimated_diameter_min': 0.0072095135, 'estimated_diameter_max': 0.0161209622}, 'feet': {'estimated_diameter_min': 38.066244069, 'estimated_diameter_max': 85.1187093863}}",(2015 EF),3712903,26.8,False,2019-03-07,2019-Mar-07 05:23,63508.551258523,40.9437986868,0.1052539812,15745771.396540044,11.6025908209,25.9441817907,18.7733863058,1192270.5664979531
1094,"{'kilometers': {'estimated_diameter_min': 0.0192555078, 'estimated_diameter_max': 0.0430566244}, 'meters': {'estimated_diameter_min': 19.2555078188, 'estimated_diameter_max': 43.0566244241}, 'miles': {'estimated_diameter_min': 0.0119648141, 'estimated_diameter_max': 0.0267541378}, 'feet': {'estimated_diameter_min': 63.1742402722, 'estimated_diameter_max': 141.2618956756}}",(2015 QR3),3726596,25.7,False,2019-03-07,2019-Mar-07 03:23,47975.4039865547,121.5890874498,0.3125683482,46759559.120138334,19.2555078188,43.0566244241,31.156066121450003,1494724.8588083743
1095,"{'kilometers': {'estimated_diameter_min': 0.0201629919, 'estimated_diameter_max': 0.0450858206}, 'meters': {'estimated_diameter_min': 20.1629919443, 'estimated_diameter_max': 45.0858206172}, 'miles': {'estimated_diameter_min': 0.0125286985, 'estimated_diameter_max': 0.0280150214}, 'feet': {'estimated_diameter_min': 66.1515504905, 'estimated_diameter_max': 147.9193637137}}",(2015 XX168),3736390,25.6,False,2019-03-07,2019-Mar-07 19:08,51736.0120853764,169.8066338344,0.4365209096,65302598.286622552,20.1629919443,45.0858206172,32.62440628075,1687856.677619112
1096,"{'kilometers': {'estimated_diameter_min': 0.0384197891, 'estimated_diameter_max': 0.0859092601}, 'meters': {'estimated_diameter_min': 38.4197891064, 'estimated_diameter_max': 85.9092601232}, 'miles': {'estimated_diameter_min': 0.0238729428, 'estimated_diameter_max': 0.0533815229}, 'feet': {'estimated_diameter_min': 126.0491808919, 'estimated_diameter_max': 281.8545369825}}",(2017 HX),3774006,24.2,False,2019-03-07,2019-Mar-07 02:00,47798.5569157786,55.1539483421,0.1417839289,21210573.763671443,38.4197891064,85.9092601232,62.1645246148,2971374.5679428377
1097,"{'kilometers': {'estimated_diameter_min': 0.0608912622, 'estimated_diameter_max': 0.1361570015}, 'meters': {'estimated_diameter_min': 60.8912622106, 'estimated_diameter_max': 136.1570015386}, 'miles': {'estimated_diameter_min': 0.0378360645, 'estimated_diameter_max': 0.0846040122}, 'feet': {'estimated_diameter_min': 199.7744887109, 'estimated_diameter_max': 446.7093369279}}",(2019 CC4),3838218,23.2,False,2019-03-07,2019-Mar-07 18:52,35237.8647663228,41.0494734154,0.1055256386,15786410.764949782,60.8912622106,136.1570015386,98.5241318746,3471780.035216508
1098,"{'kilometers': {'estimated_diameter_min': 0.0146067964, 'estimated_diameter_max': 0.0326617897}, 'meters': {'estimated_diameter_min': 14.6067964271, 'estimated_diameter_max': 32.6617897446}, 'miles': {'estimated_diameter_min': 0.0090762397, 'estimated_diameter_max': 0.020295089}, 'feet': {'estimated_diameter_min': 47.92256199, 'estimated_diameter_max': 107.1581062656}}",(2019 EE),3838872,26.3,False,2019-03-07,2019-Mar-07 02:02,44031.847515197,7.2338378538,0.0185959842,2781919.626873654,14.6067964271,32.6617897446,23.63429308585,1040661.5892856219
1099,"{'kilometers': {'estimated_diameter_min': 0.0506471459, 'estimated_diameter_max': 0.1132504611}, 'meters': {'estimated_diameter_min': 50.6471458835, 'estimated_diameter_max': 113.2504610618}, 'miles': {'estimated_diameter_min': 0.0314706677, 'estimated_diameter_max': 0.0703705522}, 'feet': {'estimated_diameter_min': 166.1651821003, 'estimated_diameter_max': 371.5566426699}}",(2019 ER1),3838915,23.6,False,2019-03-07,2019-Mar-07 07:27,15633.0624841341,58.8512614322,0.1512885898,22632450.789383726,50.6471458835,113.2504610618,81.94880347265,1281110.765187963
1100,"{'kilometers': {'estimated_diameter_min': 0.0334622374, 'estimated_diameter_max': 0.0748238376}, 'meters': {'estimated_diameter_min': 33.4622374455, 'estimated_diameter_max': 74.8238376074}, 'miles': {'estimated_diameter_min': 0.0207924639, 'estimated_diameter_max': 0.0464933628}, 'feet': {'estimated_diameter_min': 109.7842471007, 'estimated_diameter_max': 245.4850393757}}",(2019 QR1),3843605,24.5,False,2019-03-07,2019-Mar-07 08:42,53797.657178444,150.4534165676,0.3867697084,57859924.557161108,33.4622374455,74.8238376074,54.14303752645,2912768.5714475857
1101,"{'kilometers': {'estimated_diameter_min': 0.040230458, 'estimated_diameter_max': 0.0899580388}, 'meters': {'estimated_diameter_min': 40.2304579834, 'estimated_diameter_max': 89.9580388169}, 'miles': {'estimated_diameter_min': 0.0249980399, 'estimated_diameter_max': 0.0558973165}, 'feet': {'estimated_diameter_min': 131.9896957704, 'estimated_diameter_max': 295.1379320721}}",(2019 SP1),3843912,24.1,False,2019-03-07,2019-Mar-07 04:36,44442.9414664106,112.0396399211,0.2880196399,43087124.647207013,40.2304579834,89.9580388169,65.09424840015001,2892979.871447859
1102,"{'kilometers': {'estimated_diameter_min': 0.0192555078, 'estimated_diameter_max': 0.0430566244}, 'meters': {'estimated_diameter_min': 19.2555078188, 'estimated_diameter_max': 43.0566244241}, 'miles': {'estimated_diameter_min': 0.0119648141, 'estimated_diameter_max': 0.0267541378}, 'feet': {'estimated_diameter_min': 63.1742402722, 'estimated_diameter_max': 141.2618956756}}",(2019 UQ8),3883115,25.7,False,2019-03-07,2019-Mar-07 20:40,31284.0993775829,179.8960720243,0.4624577687,69182697.162472669,19.2555078188,43.0566244241,31.156066121450003,974689.4687579857
1103,"{'kilometers': {'estimated_diameter_min': 0.0802703167, 'estimated_diameter_max': 0.1794898848}, 'meters': {'estimated_diameter_min': 80.2703167283, 'estimated_diameter_max': 179.4898847799}, 'miles': {'estimated_diameter_min': 0.049877647, 'estimated_diameter_max': 0.1115298092}, 'feet': {'estimated_diameter_min': 263.3540659348, 'estimated_diameter_max': 588.8775935812}}",(2020 XT3),54099634,22.6,False,2019-03-07,2019-Mar-07 14:59,26903.6308684909,176.8115695785,0.4545284565,67996488.946787655,80.2703167283,179.4898847799,129.8801007541,3494246.2878507134
1104,"{'kilometers': {'estimated_diameter_min': 0.3503926411, 'estimated_diameter_max': 0.7835017643}, 'meters': {'estimated_diameter_min': 350.3926411083, 'estimated_diameter_max': 783.5017643338}, 'miles': {'estimated_diameter_min': 0.2177238258, 'estimated_diameter_max': 0.4868452748}, 'feet': {'estimated_diameter_min': 1149.5821926537, 'estimated_diameter_max': 2570.543928497}}",88213 (2001 AF2),2088213,19.4,False,2019-03-08,2019-Mar-08 19:56,100183.7839578516,152.1514919712,0.3911349408,58512954.026256096,350.3926411083,783.5017643338,566.94720272105,56798916.07291397
1105,"{'kilometers': {'estimated_diameter_min': 0.4212646106, 'estimated_diameter_max': 0.9419763057}, 'meters': {'estimated_diameter_min': 421.2646105562, 'estimated_diameter_max': 941.9763057186}, 'miles': {'estimated_diameter_min': 0.2617616123, 'estimated_diameter_max': 0.5853167591}, 'feet': {'estimated_diameter_min': 1382.1017848971, 'estimated_diameter_max': 3090.4735428537}}",136635 (1994 VA1),2136635,19.0,False,2019-03-08,2019-Mar-08 10:08,8965.0357086496,138.4018613663,0.3557888467,53225253.636076529,421.2646105562,941.9763057186,681.6204581374,6110751.746947891
1106,"{'kilometers': {'estimated_diameter_min': 1.0105434154, 'estimated_diameter_max': 2.2596437711}, 'meters': {'estimated_diameter_min': 1010.5434154201, 'estimated_diameter_max': 2259.643771094}, 'miles': {'estimated_diameter_min': 0.6279223726, 'estimated_diameter_max': 1.4040771097}, 'feet': {'estimated_diameter_min': 3315.4312590467, 'estimated_diameter_max': 7413.5296699562}}",394130 (2006 HY51),2394130,17.1,False,2019-03-08,2019-Mar-08 00:42,124556.9830073885,182.786151531,0.469887279,70294136.07849573,1010.5434154201,2259.643771094,1635.09359325705,203662324.91080818
1107,"{'kilometers': {'estimated_diameter_min': 0.0291443905, 'estimated_diameter_max': 0.0651688382}, 'meters': {'estimated_diameter_min': 29.1443904535, 'estimated_diameter_max': 65.1688382168}, 'miles': {'estimated_diameter_min': 0.018109479, 'estimated_diameter_max': 0.0404940262}, 'feet': {'estimated_diameter_min': 95.6180819754, 'estimated_diameter_max': 213.8085311752}}",(2008 UB95),3435023,24.8,False,2019-03-08,2019-Mar-08 12:07,18678.7881854076,51.721105071,0.132959139,19890403.99143393,29.1443904535,65.1688382168,47.156614335149996,880828.4107072224
1108,"{'kilometers': {'estimated_diameter_min': 0.0160160338, 'estimated_diameter_max': 0.0358129403}, 'meters': {'estimated_diameter_min': 16.0160337979, 'estimated_diameter_max': 35.8129403019}, 'miles': {'estimated_diameter_min': 0.0099518989, 'estimated_diameter_max': 0.0222531225}, 'feet': {'estimated_diameter_min': 52.5460443254, 'estimated_diameter_max': 117.4965270602}}",(2010 XA11),3553062,26.1,False,2019-03-08,2019-Mar-08 06:11,86730.7759421706,159.4648344619,0.4099353071,61325448.779955877,16.0160337979,35.8129403019,25.9144870499,2247583.5699811582
1109,"{'kilometers': {'estimated_diameter_min': 0.0073207399, 'estimated_diameter_max': 0.016369672}, 'meters': {'estimated_diameter_min': 7.3207398935, 'estimated_diameter_max': 16.3696720474}, 'miles': {'estimated_diameter_min': 0.0045488955, 'estimated_diameter_max': 0.0101716395}, 'feet': {'estimated_diameter_min': 24.0181762721, 'estimated_diameter_max': 53.70627484}}",(2012 DY13),3599600,27.8,False,2019-03-08,2019-Mar-08 12:03,94890.7714539899,121.0852824244,0.3112732196,46565810.640202252,7.3207398935,16.3696720474,11.845205970450001,1124000.7325674077
1110,"{'kilometers': {'estimated_diameter_min': 0.0840533402, 'estimated_diameter_max': 0.1879489824}, 'meters': {'estimated_diameter_min': 84.0533402073, 'estimated_diameter_max': 187.9489824394}, 'miles': {'estimated_diameter_min': 0.0522283081, 'estimated_diameter_max': 0.1167860472}, 'feet': {'estimated_diameter_min': 275.7655606856, 'estimated_diameter_max': 616.6305395464}}",(2013 FY7),3633049,22.5,False,2019-03-08,2019-Mar-08 03:19,33973.8059233733,121.9993021094,0.3136228846,46917315.519415802,84.0533402073,187.9489824394,136.00116132335,4620477.060152876
1111,"{'kilometers': {'estimated_diameter_min': 0.0231502122, 'estimated_diameter_max': 0.0517654482}, 'meters': {'estimated_diameter_min': 23.150212221, 'estimated_diameter_max': 51.7654482198}, 'miles': {'estimated_diameter_min': 0.0143848705, 'estimated_diameter_max': 0.0321655483}, 'feet': {'estimated_diameter_min': 75.9521422633, 'estimated_diameter_max': 169.8341531374}}",(2016 ED86),3746490,25.3,False,2019-03-08,2019-Mar-08 05:19,23438.3321703124,33.6729845158,0.0865629422,12949631.774053114,23.150212221,51.7654482198,37.4578302204,877949.0670849013
1112,"{'kilometers': {'estimated_diameter_min': 0.1332155667, 'estimated_diameter_max': 0.2978790628}, 'meters': {'estimated_diameter_min': 133.2155666981, 'estimated_diameter_max': 297.8790627982}, 'miles': {'estimated_diameter_min': 0.0827762899, 'estimated_diameter_max': 0.1850934111}, 'feet': {'estimated_diameter_min': 437.0589598459, 'estimated_diameter_max': 977.2935443908}}",(2016 QE44),3758247,21.5,False,2019-03-08,2019-Mar-08 18:36,85129.156099544,153.2439718636,0.3939433724,58933089.411656788,133.2155666981,297.8790627982,215.54731474814997,18349361.0040328
1113,"{'kilometers': {'estimated_diameter_min': 0.0506471459, 'estimated_diameter_max': 0.1132504611}, 'meters': {'estimated_diameter_min': 50.6471458835, 'estimated_diameter_max': 113.2504610618}, 'miles': {'estimated_diameter_min': 0.0314706677, 'estimated_diameter_max': 0.0703705522}, 'feet': {'estimated_diameter_min': 166.1651821003, 'estimated_diameter_max': 371.5566426699}}",(2016 RG20),3759285,23.6,False,2019-03-08,2019-Mar-08 19:09,45863.7321701491,85.5384465921,0.2198931789,32895551.190968943,50.6471458835,113.2504610618,81.94880347265,3758477.974133804
1114,"{'kilometers': {'estimated_diameter_min': 0.1058168859, 'estimated_diameter_max': 0.2366137501}, 'meters': {'estimated_diameter_min': 105.8168859331, 'estimated_diameter_max': 236.6137501138}, 'miles': {'estimated_diameter_min': 0.0657515442, 'estimated_diameter_max': 0.1470249225}, 'feet': {'estimated_diameter_min': 347.1682720448, 'estimated_diameter_max': 776.2918559233}}",(2018 TD4),3831717,22.0,False,2019-03-08,2019-Mar-08 05:39,26631.4767248572,26.4093527241,0.0678903669,10156254.281758503,105.8168859331,236.6137501138,171.21531802344998,4559716.756880531
1115,"{'kilometers': {'estimated_diameter_min': 0.0880146521, 'estimated_diameter_max': 0.1968067451}, 'meters': {'estimated_diameter_min': 88.0146520901, 'estimated_diameter_max': 196.8067450894}, 'miles': {'estimated_diameter_min': 0.0546897524, 'estimated_diameter_max': 0.122290004}, 'feet': {'estimated_diameter_min': 288.7619911632, 'estimated_diameter_max': 645.6914415591}}",(2019 DN),3838836,22.4,False,2019-03-08,2019-Mar-08 16:19,26185.4525221581,13.47914175,0.03465075,5183678.3939025,88.0146520901,196.8067450894,142.41069858975,3729088.5865692664
1116,"{'kilometers': {'estimated_diameter_min': 0.0319561887, 'estimated_diameter_max': 0.0714562102}, 'meters': {'estimated_diameter_min': 31.9561886721, 'estimated_diameter_max': 71.4562101727}, 'miles': {'estimated_diameter_min': 0.0198566489, 'estimated_diameter_max': 0.0444008168}, 'feet': {'estimated_diameter_min': 104.8431420431, 'estimated_diameter_max': 234.436392583}}",(2019 DW1),3838878,24.6,False,2019-03-08,2019-Mar-08 14:19,83838.5358655619,22.5087841387,0.0578631983,8656211.217067621,31.9561886721,71.4562101727,51.7061994224,4334972.054746779
